variable	var_label	var_type	reference_row	row_type	header_row	N_obs	N_event	N	coefficients_type	coefficients_label	Criteria	term	var_class	var_nlevels	contrasts	contrasts_type	n_obs	n_event	exposure	Hazard_Ratio	std.error	statistic	nevent	conf.low	conf.high	ci	p.value	Concordance	Likelihood_Ratio_Pval	Wald_Test_Pval	Logrank_Test_Pval	Likelihood_Ratio_AdjPval_BH	Wald_Test_AdjPval_BH	Logrank_Test_AdjPval_BH
CD103pos.mean.25446897.BIN	CD103pos.mean.25446897.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	CD103pos.mean.25446897.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	64	106,770	0.48	0.161	-4.61	164	0.35	0.65	0.35, 0.65	<0.001	0.595	3e-06	4e-06	2e-06	4e-06	4e-06	4e-06
NKCD56brightcells.BIN	NKCD56brightcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	NKCD56brightcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	79	98,573	0.82	0.157	-1.26	164	0.60	1.12	0.60, 1.12	0.2	0.529	0.2	0.2	0.2	0.2	0.2	0.2
STAT1.score.BIN	STAT1.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	STAT1.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	68	103,073	0.57	0.159	-3.55	164	0.42	0.78	0.42, 0.78	<0.001	0.573	3e-04	4e-04	3e-04	4e-04	4e-04	4e-04
G.SIGLEC9.BIN	G.SIGLEC9.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	G.SIGLEC9.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	69	101,026	0.62	0.159	-3.03	164	0.45	0.84	0.45, 0.84	0.002	0.55	0.002	0.002	0.002	0.002	0.002	0.002
Immune.cell.Cluster.21214954.BIN	Immune.cell.Cluster.21214954.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Immune.cell.Cluster.21214954.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	104,066	0.61	0.159	-3.15	164	0.44	0.83	0.44, 0.83	0.002	0.558	0.002	0.002	0.001	0.002	0.002	0.002
G.CD3E.BIN	G.CD3E.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	G.CD3E.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	68	102,995	0.57	0.160	-3.52	164	0.42	0.78	0.42, 0.78	<0.001	0.571	4e-04	4e-04	4e-04	4e-04	4e-04	4e-04
IFIT3.BIN	IFIT3.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	IFIT3.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	99,272	0.65	0.158	-2.77	164	0.47	0.88	0.47, 0.88	0.006	0.562	0.005	0.006	0.005	0.006	0.006	0.006
MHC1.21978456.BIN	MHC1.21978456.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	MHC1.21978456.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	103,646	0.61	0.158	-3.14	164	0.45	0.83	0.45, 0.83	0.002	0.565	0.002	0.002	0.001	0.002	0.002	0.002
Immune.NSCLC.score.BIN	Immune.NSCLC.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Immune.NSCLC.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	75	102,339	0.68	0.157	-2.40	164	0.50	0.93	0.50, 0.93	0.016	0.554	0.02	0.02	0.02	0.02	0.02	0.02
ICR.SCORE.BIN	ICR.SCORE.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	ICR.SCORE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	102,534	0.60	0.158	-3.20	164	0.44	0.82	0.44, 0.82	0.001	0.573	0.001	0.001	0.001	0.001	0.001	0.001
CD8Tcells.BIN	CD8Tcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	CD8Tcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	99,640	0.74	0.157	-1.92	164	0.54	1.01	0.54, 1.01	0.054	0.537	0.05	0.05	0.05	0.05	0.05	0.05
Interferon.19272155.BIN	Interferon.19272155.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Interferon.19272155.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	100,296	0.63	0.158	-2.93	164	0.46	0.86	0.46, 0.86	0.003	0.559	0.003	0.003	0.003	0.003	0.003	0.003
Tcell.receptors.score.BIN	Tcell.receptors.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Tcell.receptors.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	66	104,354	0.53	0.160	-4.00	164	0.38	0.72	0.38, 0.72	<0.001	0.581	5e-05	6e-05	5e-05	6e-05	6e-05	6e-05
Cytotoxiccells.BIN	Cytotoxiccells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Cytotoxiccells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	101,309	0.63	0.158	-2.90	164	0.46	0.86	0.46, 0.86	0.004	0.565	0.004	0.004	0.003	0.004	0.004	0.004
IGG.Cluster.21214954.BIN	IGG.Cluster.21214954.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	IGG.Cluster.21214954.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	74	103,569	0.66	0.158	-2.65	164	0.48	0.90	0.48, 0.90	0.008	0.554	0.008	0.008	0.008	0.008	0.008	0.008
TAMsurr.score.BIN	TAMsurr.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	TAMsurr.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	99,112	0.66	0.158	-2.64	164	0.48	0.90	0.48, 0.90	0.008	0.558	0.008	0.008	0.008	0.008	0.008	0.008
TGFB.PCA.17349583.BIN	TGFB.PCA.17349583.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	TGFB.PCA.17349583.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	67	96,415	0.64	0.159	-2.81	164	0.47	0.87	0.47, 0.87	0.005	0.545	0.005	0.005	0.005	0.005	0.005	0.005
Module4.TcellBcell.score.BIN	Module4.TcellBcell.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Module4.TcellBcell.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	103,658	0.59	0.159	-3.30	164	0.43	0.81	0.43, 0.81	<0.001	0.569	9e-04	0.001	8e-04	0.001	0.001	0.001
LIexpression.score.BIN	LIexpression.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	LIexpression.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	67	104,223	0.54	0.160	-3.81	164	0.40	0.74	0.40, 0.74	<0.001	0.574	1e-04	1e-04	1e-04	1e-04	1e-04	1e-04
IL8.21978456.BIN	IL8.21978456.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	IL8.21978456.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	89,063	0.91	0.157	-0.586	164	0.67	1.24	0.67, 1.24	0.6	0.5	0.6	0.6	0.6	0.6	0.6	0.6
IL13.score.21050467.BIN	IL13.score.21050467.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	IL13.score.21050467.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	77	96,206	0.84	0.157	-1.14	164	0.61	1.14	0.61, 1.14	0.3	0.51	0.3	0.3	0.3	0.3	0.3	0.3
NKCD56dimcells.BIN	NKCD56dimcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	NKCD56dimcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	74	100,733	0.70	0.158	-2.26	164	0.51	0.95	0.51, 0.95	0.024	0.54	0.02	0.02	0.02	0.02	0.02	0.02
CD8A.BIN	CD8A.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	CD8A.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	100,905	0.68	0.158	-2.46	164	0.50	0.92	0.50, 0.92	0.014	0.548	0.01	0.01	0.01	0.01	0.01	0.01
Tfhcells.BIN	Tfhcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Tfhcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	77	99,910	0.78	0.158	-1.59	164	0.57	1.06	0.57, 1.06	0.11	0.527	0.1	0.1	0.1	0.1	0.1	0.1
DAP12.data.BIN	DAP12.data.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	DAP12.data.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	75	98,471	0.75	0.158	-1.80	164	0.55	1.03	0.55, 1.03	0.071	0.53	0.07	0.07	0.07	0.07	0.07	0.07
Mastcells.BIN	Mastcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Mastcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	93,530	0.83	0.157	-1.19	164	0.61	1.13	0.61, 1.13	0.2	0.522	0.2	0.2	0.2	0.2	0.2	0.2
TcClassII.score.BIN	TcClassII.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	TcClassII.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	69	105,033	0.56	0.159	-3.59	164	0.41	0.77	0.41, 0.77	<0.001	0.571	3e-04	3e-04	3e-04	3e-04	3e-04	3e-04
Buck14.score.BIN	Buck14.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Buck14.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	80	90,677	0.96	0.156	-0.245	164	0.71	1.31	0.71, 1.31	0.8	0.505	0.8	0.8	0.8	0.8	0.8	0.8
PDL1.data.BIN	PDL1.data.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	PDL1.data.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	69	102,789	0.59	0.159	-3.32	164	0.43	0.81	0.43, 0.81	<0.001	0.569	8e-04	9e-04	8e-04	9e-04	9e-04	9e-04
Interferon.Cluster.21214954.BIN	Interferon.Cluster.21214954.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Interferon.Cluster.21214954.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	72	99,487	0.68	0.158	-2.46	164	0.50	0.92	0.50, 0.92	0.014	0.551	0.01	0.01	0.01	0.01	0.01	0.01
MHC2.21978456.BIN	MHC2.21978456.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	MHC2.21978456.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	101,788	0.63	0.158	-2.92	164	0.46	0.86	0.46, 0.86	0.004	0.559	0.003	0.004	0.003	0.004	0.004	0.004
PD1.PDL1.score.BIN	PD1.PDL1.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	PD1.PDL1.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	74	101,631	0.68	0.158	-2.45	164	0.50	0.93	0.50, 0.93	0.014	0.554	0.01	0.01	0.01	0.01	0.01	0.01
ICS5.score.BIN	ICS5.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	ICS5.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	106,929	0.56	0.160	-3.63	164	0.41	0.77	0.41, 0.77	<0.001	0.574	3e-04	3e-04	2e-04	3e-04	3e-04	3e-04
Tcells.BIN	Tcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Tcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	104,444	0.59	0.159	-3.33	164	0.43	0.80	0.43, 0.80	<0.001	0.568	8e-04	9e-04	8e-04	9e-04	9e-04	9e-04
G.HLA.DPA1.BIN	G.HLA.DPA1.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	G.HLA.DPA1.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	69	103,205	0.58	0.159	-3.42	164	0.43	0.79	0.43, 0.79	<0.001	0.57	6e-04	6e-04	5e-04	6e-04	6e-04	6e-04
IL2.score.21050467.BIN	IL2.score.21050467.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	IL2.score.21050467.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	72	103,104	0.63	0.158	-2.91	164	0.46	0.86	0.46, 0.86	0.004	0.559	0.003	0.004	0.003	0.004	0.004	0.004
T.cell.PCA.16704732.BIN	T.cell.PCA.16704732.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	T.cell.PCA.16704732.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	72	101,531	0.65	0.158	-2.73	164	0.48	0.89	0.48, 0.89	0.006	0.552	0.006	0.006	0.006	0.006	0.006	0.006
Module11.Prolif.score.BIN	Module11.Prolif.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Module11.Prolif.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	79	86,730	1.01	0.156	0.087	164	0.75	1.38	0.75, 1.38	>0.9	0.508	0.9	0.9	0.9	0.9	0.9	0.9
ICR.ACT.SCORE.BIN	ICR.ACT.SCORE.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	ICR.ACT.SCORE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	68	103,406	0.56	0.159	-3.62	164	0.41	0.77	0.41, 0.77	<0.001	0.58	3e-04	3e-04	2e-04	3e-04	3e-04	3e-04
MCD3.CD8.21214954.BIN	MCD3.CD8.21214954.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	MCD3.CD8.21214954.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	80	88,633	0.99	0.156	-0.045	164	0.73	1.35	0.73, 1.35	>0.9	0.502	1	1	1	1	1	1
PD1.data.BIN	PD1.data.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	PD1.data.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	78	101,413	0.76	0.157	-1.73	164	0.56	1.04	0.56, 1.04	0.084	0.539	0.08	0.08	0.08	0.08	0.08	0.08
